launch_id,model,base_model,target_modes,state,exit_code,scaled_MASE,inference_seconds,datasets,tasks,timed_tasks
selena_channels_20260909T084557Z_38285,chronos2,chronos2,univariate,completed,0,0.6955900255796611,364.5875126691535,38,74,74
