launch_id,model,base_model,target_modes,state,exit_code,scaled_MASE,inference_seconds,datasets,tasks,timed_tasks
selena_channels_20260909T084557Z_38285,chronos2,chronos2,multivariate,completed,0,0.6900454053638673,339.62649277970195,38,74,74
