model,base_model,dataset_id,scaled_MASE,series_count,variate_count,stationarity,x_entropy,temporal_location_heterogeneity,temporal_scale_heterogeneity,temporal_frequency_heterogeneity,temporal_heterogeneity,trend_strength,trend_stability,trend_hurst,trend_nonlinearity,linearity,curvature,seasonal_strength,seasonal_corr,seasonal_lumpiness,seasonal_entropy,e_acf1,e_acf10,e_diff1_acf1,e_entropy,e_kurtosis,e_shapiro_w,e_arch_lm,spike,mean,std,missing_rate,length,period1,period2,period3,p_strength1,p_strength2,p_strength3,spatial_location_heterogeneity,spatial_scale_heterogeneity,spatial_frequency_heterogeneity,spatial_heterogeneity
chronos2,chronos2,NE_China_Wind/H,0.7606877542367833,1,4,0.75,0.4097283439943374,0.3226466371499565,0.0289156009127395,0.0410011856275839,0.1308544745634267,0.957967323539921,0.8374310041319647,0.9245453684357046,0.0001583958890253,5.082841096525396,-5.204719118721819,0.4808927557590576,0.4790211274082774,0.0004635336962737,0.3599791944221984,0.8676911290801428,2.011921680395924,0.2753263633937303,0.7698163483260302,2.5434685163352904,0.9712222912117932,0.6987532685625414,1.7570766480023102e-10,-0.1501191455991937,0.8900928912604134,0.0,8764.0,21.0,54.0,129.0,0.045,0.03675,0.01625,0.0227529415959611,0.0823860982416019,0.0756525266673459,0.0602638555016363
chronos2,chronos2,Oil_Price/B,0.866901838908831,1,12,0.1666666666666666,0.3359811350773569,0.3290514437003108,0.0698213835354828,0.040071634119034,0.1463148204516092,0.99734784829396,0.9915769018717352,0.9333962411287016,0.0092217322045541,-9.350299028292053,12.977631259402695,0.1686354683977995,0.0603876130425748,2.1456168647962813e-06,0.6880444196711957,0.0684111070808401,0.2246612008441826,-0.3063815616897119,0.908377856715424,52.35901086791275,0.8305289144050988,0.1671645002382306,2.0502200654505255e-11,14.380127583920029,4.4550526622579625,0.0514399205561072,5035.0,5.0,21.0,63.0,0.0608333333333333,0.0364166666666666,0.01775,0.8931562602085067,0.8388670963166116,0.0721363172064148,0.601386557910511
chronos2,chronos2,Online_Retail_2_UCI/D,0.3753379415224901,1,1,0.0,0.7161540228853914,0.050271522243908,0.0300195728116294,0.0420043470014843,0.0407651473523406,0.6444360126604538,0.2772400136470813,0.8765102142372774,0.1956355241683896,4.554512635973995,2.417935435630838,0.6610822098009005,0.929271103477688,0.0937779866766379,0.4126982402742631,-0.0986004753893042,0.1483670395346235,-0.4456741781764404,0.8718104865780697,8.417585791020896,0.9015955762080572,0.0512597417643262,8.102484002919451e-07,28379.69497387464,23350.66885963948,0.0,739.0,7.0,365.0,30.0,0.143,0.024,0.02,0.0,0.0,0.0,0.0
chronos2,chronos2,OpenElectricity_NEM/5T,0.532851242315678,1,10,1.0,0.427219315290452,0.0516553087497279,0.0134882239079927,0.0641078795633631,0.0430838040736946,0.8651297145085273,0.5792224938882752,0.7718482028989821,0.0085664473560011,15.364863970123938,6.594579267637622,0.5089752266318508,0.4930618589492325,0.01200002444949,0.4338897731281738,0.6002430352618755,4.277821682182724,-0.2504169039651847,0.7270449388259523,54.51918329828361,0.8513032838678336,0.5180285624288544,1.3247248735552414e-10,2120.395138595597,432.73756188256567,0.0,43488.0,121.2,174.0,148.8,0.0689,0.0446,0.0278,0.9476142756650378,0.7977214850476396,0.1139709140444047,0.619768891585694
chronos2,chronos2,Port_Activity/D,0.6907909446775197,99,198,0.9949494949494948,0.9132714983222938,0.0358810506058488,0.0299589865307163,0.0788631932955943,0.0482344101440531,0.2191948572498746,0.1247272827971231,0.8862114935579557,0.0255496410155194,-0.461279460942292,-1.001999358792134,0.2146584085840596,0.0972975124559468,0.0204382954993835,0.6564031453405696,-0.2513670376399967,0.1738709469486583,-0.525945234682611,0.8926313248363328,3.1500666957445054,0.9330016130452352,0.0258140548798655,4.619999432597683e-07,29515.447997817475,21943.79852944994,0.0,2127.0,7.0,30.0,139.43434343434345,0.0848636363636363,0.0125959595959595,0.0036313131313131,0.6834436926351941,0.6038012215823999,0.1035751109824292,0.4636066750666743
chronos2,chronos2,Port_Activity/W,0.7988733113320162,99,198,0.7777777777777778,0.8260937083665386,0.1596181131122321,0.028168252238857,0.0827716115644814,0.0901859923051901,0.5582074370789124,0.396480589753924,0.8931407159790081,0.0897132127552964,-0.6175389024996037,-0.9024076726103452,0.1982553555399536,0.0923965589758852,0.00954492656218,0.5805744135338072,-0.5016649592082097,0.4473185776522194,-0.6382327772162012,0.8176217162948394,0.6688357311916331,0.9861284380099804,0.1315787174837995,4.786402719817372e-06,207354.23688449332,61799.807063152766,0.0,304.0,4.0,13.590909090909092,51.40909090909091,0.2478737373737374,0.0489141414141414,0.0143484848484848,0.9304108629744732,0.6026850532591299,0.109144730547247,0.54741354892695
chronos2,chronos2,SG_Carpark/15T,0.495546016107705,354,354,1.0,0.2981564019712989,0.0228477905482,0.0175653578035989,0.0545831457963339,0.031665431382711,0.7113439281641075,0.3784066620015305,0.7096455480124623,0.0408777687128737,1.3766887055814794,-0.4100724644047572,0.6538585552586498,0.6763879948433704,0.0178587200791786,0.2669597351901169,0.5733299673458944,3.883005207588309,-0.1402818589148283,0.6676418453730566,71.73638060299659,0.8921120248417882,0.627857889021495,7.153160193469092e-10,255.1257982610917,40.54854792483872,0.0112452569851672,14495.0,66.10169491525424,35.175141242937855,60.54237288135593,0.0948389830508474,0.0550960451977401,0.0306638418079096,0.9434426918512429,0.3201607881958004,0.1151776832546741,0.4595937211005725
chronos2,chronos2,SG_PM25/H,0.7559024808082119,1,5,1.0,0.7610633651319938,0.0498104625945855,0.0180756203220749,0.1014058731471591,0.0564306520212731,0.7429608446826179,0.5880382858057548,0.8688793725221988,0.0018089949735853,4.242779309602763,17.90996098052761,0.2137758168305907,0.1293281076584375,0.0022539236305882,0.6752164339726001,0.3597500519899304,0.2656186574567347,-0.2045128990925519,0.9108744735951932,3.811090257202962,0.9623085814012926,0.1289517009075114,2.492003509480469e-10,11.52464070129468,6.570730844783189,0.0343930934656741,38688.0,12.0,24.0,168.0,0.041,0.033,0.008,0.021752996445799,0.0101707357888434,0.1032460003241905,0.0450565775196109
chronos2,chronos2,SG_Weather/D,0.7686503708653185,6,24,0.7916666666666666,0.7256219696794416,0.0733989935209878,0.0193661190892361,0.0749056896976018,0.0558902674359419,0.6593669818001064,0.5300200767628361,0.8077732714557838,0.008621491418961,-1.6171869050623815,-0.6989604770513033,0.1791490761809041,0.015790371509313,0.0024490636175645,0.6991549655918844,-0.0995564118821012,0.1422413501372847,-0.4463819246486034,0.9041910823661587,2.735976408294892,0.9672408585200452,0.0533097967143105,5.029590419370992e-08,62.946812649844965,27.47566726743027,0.0500620837566316,2953.0,7.0,85.83333333333333,297.75,0.0775416666666666,0.0205833333333333,0.0132916666666666,0.5253204538082739,0.9389954149401056,0.0865284446893693,0.5169481044792495
chronos2,chronos2,Smart_Manufacturing/H,0.7096220145537652,34,170,1.0,0.9219929522918686,0.0032987387389075,0.0011934940930513,0.0759364032201376,0.0268095453506988,0.2198489642992384,0.0851083404901047,0.6409823314847047,0.0056429283776449,0.0470033641044417,-0.0020460332538502,0.1829019505793239,0.052882825727444,0.0025681502344321,0.6827679251610919,0.1479832749408736,0.1542408345335878,-0.3364531814848109,0.8921549531157004,0.1414572437163294,0.9969249285524509,0.0203215229221078,2.5527457374531774e-07,37.12671384537405,7.130998007801463,0.2891199611195296,1665.9117647058824,12.0,24.0,168.0,0.0370117647058823,0.0193235294117647,0.001735294117647,0.9268430254909332,0.7421193271699056,0.096198599858972,0.5883869841732703
chronos2,chronos2,Supply_Chain_Customer/D,0.36293523418942514,1,36,0.8055555555555556,0.639626905930418,0.0269783906148216,0.0201911443194635,0.0389500497554781,0.028706528229921,0.5100324662926674,0.1757985885070195,0.7654799798071807,0.0130885748938289,6.676535486583341,-0.5397968906758976,0.7199150388334343,0.9431397855623158,0.169832860986595,0.360592490774273,-0.1983893045631657,0.1410381859835137,-0.4987795704934463,0.8949633129442122,5.484025172341569,0.9346012272655329,0.1380822512480654,8.52573542999477e-08,4865.750500222479,3814.6969942723754,0.0,2007.0,7.0,30.0,91.0,0.1413055555555555,0.0119166666666666,0.0061388888888888,0.5836630539784854,0.974872238576788,0.0832394703369174,0.5472582542973969
chronos2,chronos2,Supply_Chain_Location/D,0.424066140216457,1,51,0.8823529411764706,0.6638885825357013,0.0264115616645025,0.0192014081061979,0.0436053434052452,0.0297394377253152,0.4609352293299157,0.1736614895924118,0.7672186608944418,0.0143176534483236,6.638118076144458,-0.4346629441272908,0.6906673360873019,0.9446345688641752,0.1603239164225517,0.3620771591091161,-0.2011356995900212,0.147071716528401,-0.4979406578022764,0.8940026364825808,3.2888106143082325,0.9548061764132336,0.1367642361755447,8.190691304854545e-08,3434.647411464316,3026.1064123323945,0.0,2007.0,7.0,30.0,91.0,0.1325882352941176,0.0124705882352941,0.0053725490196078,0.4785242882250655,0.9773013615435084,0.0710818312136009,0.5089691603273915
chronos2,chronos2,US_Labor/M,0.564975767585351,1,14,0.1428571428571428,0.4343261843422299,0.5644058184386761,0.111928724850513,0.0458578890057785,0.2407308107649893,0.9038619614114848,0.7899096490062743,0.9529476241144702,0.4479912094046145,0.2027032205617436,-2.014681646462699,0.4453606614545493,0.6402036267056609,0.001026465587018,0.4864302498221969,0.459474041965212,0.4692150057105937,-0.139958820891953,0.8562091882223879,39.95037698649291,0.6994718776564139,0.260681730195098,6.0748462381735935e-06,28493.133402248117,2699.188656420753,0.0,380.0,12.0,,,0.0465,,,0.9903389481087788,0.9999980002373038,0.0726750813187345,0.6876706765549391
chronos2,chronos2,US_Term_Structure/B,0.8472618196493663,1,40,0.4,0.1908409276796931,0.7416592531064653,0.037203867294184,0.0587668352333236,0.2792099852113243,0.999752104089476,0.999712928929965,1.0434224041636633,0.0008312507904055,-80.32033187203429,29.54513604734996,0.178074309860564,0.0167082180154269,6.011421689471571e-09,0.6934493184644918,0.2258162112655818,0.2780925816871091,-0.2000137814810439,0.9088579544986782,1.8742356631847912,0.9838851292449562,0.1206722449211921,3.190432977012856e-15,2.438650658800215,1.3711020781770376,0.043212524126099,9326.0,5.0,21.0,63.0,0.04395,0.03095,0.0197,0.5796787612874924,0.3434476730151359,0.0069686009132267,0.310031678405285
chronos2,chronos2,Uncertainty_1M/M,0.35956864707354164,1,3,1.0,0.5431304639389783,0.0634070437476024,0.0739428874561671,0.0556193520446209,0.0643230944161301,0.942542243060196,0.7652082986387327,0.7976450461540484,0.0105151538000685,2.1528490412418466,5.014239577976907,0.2329919620074675,0.3769889817507321,0.0001470993083985,0.4036628825514154,0.8158682737305866,1.3627517094255377,0.4241147364977854,0.7405140836121337,17.05410069907739,0.8244003862363275,0.5840368599864053,1.0578671303598475e-07,0.7345771285713228,0.1243409045135446,0.0,780.0,12.0,,,0.0506666666666666,,,0.4823704680921467,0.0510172516070079,0.0144651877615488,0.1826176358202345
chronos2,chronos2,Vehicle_Sales/M,0.6419425789779618,1,10,0.1,0.4251495220351041,0.5029753121596049,0.0823822010956071,0.04662296439626,0.2106601592171574,0.940995317011442,0.8625236756399154,0.9115768905145644,0.0842161761610842,4.745810594608036,-1.78152026961611,0.2032356727018004,0.1837332017903671,0.0007679563725629,0.6527530929548548,0.2824647625938808,0.2237458784365109,-0.2691713135426218,0.8709157572274885,12.245798201175846,0.8812339070416646,0.1626805783505059,1.3942065608854894e-07,129.5953742792817,23.014270322157397,0.0,596.0,12.0,,,0.0282,,,0.9672610850076748,0.9651644176678486,0.0742902554401892,0.6689052527052376
chronos2,chronos2,Vehicle_Supply/M,0.6377317787460499,1,6,0.3333333333333333,0.4127623122848727,0.590135368672076,0.1296404039476971,0.0601953375164408,0.2599903700454046,0.9238392299594907,0.8558599653067702,0.9291002718694048,0.1195348833990462,-3.758308478816682,-4.38415561084532,0.1348474032707184,0.1391729110824251,0.0001765700126884,0.6294559403927146,0.407089415233369,0.422682525562622,-0.1784704121628506,0.8390410481482279,8.125350186282724,0.9088214900695464,0.1764520161631853,5.054007316336934e-07,257.8901614750412,103.822502836441,0.0,391.0,12.0,,,0.0325,,,0.7898434247768139,0.9811664372587569,0.0525795159008394,0.6078631259788034
